๏ครั้นว่าไหว้ครูแล้วจับบท	ให้ปรากฏเรื่องราวมาแต่ก่อน
จึงว่าพ่อช้างทูนหัวแม่	ตามแต่บุญกรรมจะนำให้
ปีเดือนได้กันฤๅฉันใด	แล้วเรียกลูกสาวไปในทันที
แม่พิมเอ๋ยแม่พิมไปอยู่ไหน	เป็นไรจึงไม่ออกมาไหว้พี่
มารู้จักกันไว้เป็นไรมี	มาซีทูนหัวของมารดาฯ
๏ครานั้นนางพิมนิ่มสนิท	แค้นจิตรขัดใจเป็นหนักหนา
แอบลับแลแลเห็นขุนช้างมา	แฝงฝาฟังเรื่องให้เคืองใจ
อ้ายนี่แลมันทำกูวันนั้น	จะฟังเทศน์ฟังธรรม์หาได้ไม่
จึงร้องตอบแม่พลันในทันใด	ไม่ไปละอย่าเรียกให้ยากเลย
แล้วแกล้งเรียกข้าด่าประจาน	แน่อ้ายผลหัวล้านไปไหนเหวย
ยกยศยิ่งใหญ่กะไรเลย	ดอกเตยฤๅจะปลอมพะยอมไพร
จองหองเอาเงินมาอวดอึง	แม่มึงกูหาปรารถนาไม่
ขี้เกียจการงานนี่สุดใจ	นํ้าขอดโอ่งไหไม่นำพา
อ้ายเจ้าชู้ลอมปอมกระหม่อมบาง	ลอยชายลากหางเที่ยวเกี้ยวหมา
ชิชะแป้งจันทน์น้ำมันทา	หย่งหน้าสองแคมเหมือนหางเปีย
หมามันจะเกิดชิงหมาเถิด	มึงไปตายเสียเถิดอ้ายห้าเบี้ย
หน้าตาเช่นนี้จะมีเมีย	อ้ายมะม่วงหมาเลียไม่เจียมใจ
เหมือนแมงปออวดอิทธิ์ว่าฤทธิ์สุด	จะแข่งครุฑข้ามอ่าวทะเลใหญ่
ก้อนเส้าฤๅจะเท่าเมรุไกร	หิ่งห้อยไพรจะแข่งแสงสุริยง
ชาติชั่วตัวดังนกตะกรุม	จะเอื้อมอุ้มอิงอกวิหคหงส์
เขาสิปองเล่นมุจลินท์ลง	ตัวพะวงตมกลับทะนงใจฯ
๏ขุนช้างฟังนางกระทบด่า	นึกอายบ่าวข้าไม่อยู่ได้
